Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
CO4 9YH,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2011-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9YJ,Yes,51.918605,0.916801,600685,228473,TM006284,Highwoods,Myland,2003-01-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033721,Colchester 002G,E01033721,Colchester 002G
CO4 9YL,Yes,51.920114,0.914703,600534,228635,TM005286,Highwoods,Myland,2002-06-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033721,Colchester 002G,E01033721,Colchester 002G
CO4 9YN,Yes,51.916473,0.921899,601045,228250,TM010282,Highwoods,"Colchester, unparished area",2002-06-01,,44,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9YP,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2004-01-01,2007-02-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9YQ,Yes,51.923793,0.921589,600991,229063,TM009290,Highwoods,"Colchester, unparished area",2002-06-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9YR,Yes,51.921620,0.922656,601074,228824,TM010288,Highwoods,"Colchester, unparished area",2002-06-01,,49,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01033720,Colchester 002F,E01033720,Colchester 002F
CO4 9YS,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-05-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9YT,Yes,51.914116,0.925178,601281,227997,TM012279,Highwoods,"Colchester, unparished area",2002-06-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 9YU,Yes,51.913071,0.924892,601266,227880,TM012278,Highwoods,"Colchester, unparished area",2002-06-01,,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 9YW,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-07-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9YX,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-04-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9YY,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2006-02-01,2007-01-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9YZ,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2004-06-01,2006-11-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9ZA,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2004-06-01,7,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9ZB,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-02-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9ZD,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-01-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9ZF,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2012-10-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9ZG,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2005-02-01,2006-11-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9ZJ,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-11-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9ZN,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-03-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9ZP,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-03-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9ZQ,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-01-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9ZS,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-01-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9ZU,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-01-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 9ZY,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2002-06-01,2006-03-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO5 0AA,Yes,51.810128,0.753338,589902,215973,TL899159,Tiptree,Tiptree,1980-01-01,,53,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021723,Colchester 020A,E01021723,Colchester 020A
CO5 0AB,Yes,51.808702,0.752395,589843,215812,TL898158,Tiptree,Tiptree,1980-01-01,,54,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021723,Colchester 020A,E01021723,Colchester 020A
CO5 0AD,Yes,51.808143,0.751329,589772,215747,TL897157,Tiptree,Tiptree,1980-01-01,,54,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021723,Colchester 020A,E01021723,Colchester 020A
CO5 0AE,Yes,51.807007,0.750653,589730,215619,TL897156,Tiptree,Tiptree,1980-01-01,,52,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0AF,Yes,51.807752,0.752236,589836,215706,TL898157,Tiptree,Tiptree,1987-04-01,,54,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021723,Colchester 020A,E01021723,Colchester 020A
CO5 0AG,Yes,51.806604,0.751353,589780,215576,TL897155,Tiptree,Tiptree,1980-01-01,,52,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0AH,Yes,51.806817,0.748784,589602,215593,TL896155,Tiptree,Tiptree,1980-01-01,,51,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0AJ,Yes,51.807944,0.749447,589643,215720,TL896157,Tiptree,Tiptree,1980-01-01,,53,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0AL,Yes,51.808228,0.748435,589572,215749,TL895157,Tiptree,Tiptree,1980-01-01,,53,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021724,Colchester 020B,E01021724,Colchester 020B
CO5 0AN,Yes,51.809063,0.748877,589599,215843,TL895158,Tiptree,Tiptree,1980-01-01,,54,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021724,Colchester 020B,E01021724,Colchester 020B
CO5 0AP,Yes,51.809406,0.747273,589487,215877,TL894158,Tiptree,Tiptree,1980-01-01,,53,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021724,Colchester 020B,E01021724,Colchester 020B
CO5 0AQ,Yes,51.805586,0.753364,589923,215468,TL899154,Tiptree,Tiptree,1980-01-01,,50,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0AR,Yes,51.809058,0.743320,589216,215828,TL892158,Tiptree,Tiptree,1980-01-01,,52,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021724,Colchester 020B,E01021724,Colchester 020B
CO5 0AS,Yes,51.808226,0.747375,589499,215746,TL894157,Tiptree,Tiptree,1980-01-01,,53,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021724,Colchester 020B,E01021724,Colchester 020B
CO5 0AT,Yes,51.808775,0.746582,589442,215805,TL894158,Tiptree,Tiptree,1980-01-01,,52,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021724,Colchester 020B,E01021724,Colchester 020B
CO5 0AU,Yes,51.808265,0.746072,589409,215747,TL894157,Tiptree,Tiptree,1980-01-01,,51,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021724,Colchester 020B,E01021724,Colchester 020B
CO5 0AW,Yes,51.809291,0.752214,589828,215877,TL898158,Tiptree,Tiptree,2003-09-01,,54,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021723,Colchester 020A,E01021723,Colchester 020A
CO5 0AX,Yes,51.809657,0.745388,589356,215900,TL893158,Tiptree,Tiptree,1980-01-01,,52,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021724,Colchester 020B,E01021724,Colchester 020B
CO5 0AY,Yes,51.808733,0.744548,589302,215795,TL893157,Tiptree,Tiptree,1980-01-01,,51,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021724,Colchester 020B,E01021724,Colchester 020B
CO5 0AZ,Yes,51.807480,0.748099,589552,215665,TL895156,Tiptree,Tiptree,1980-01-01,,52,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0BA,Yes,51.807031,0.747317,589500,215613,TL894156,Tiptree,Tiptree,1980-01-01,,50,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0BB,Yes,51.807398,0.745860,589398,215650,TL893156,Tiptree,Tiptree,1980-01-01,,51,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0BD,Yes,51.807992,0.743908,589261,215711,TL892157,Tiptree,Tiptree,1980-01-01,,53,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0BE,Yes,51.806041,0.744646,589320,215496,TL893154,Tiptree,Tiptree,1980-01-01,,52,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0BG,Yes,51.808869,0.745645,589377,215813,TL893158,Tiptree,Tiptree,1980-01-01,,52,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021724,Colchester 020B,E01021724,Colchester 020B
CO5 0BH,Yes,51.806564,0.743444,589235,215551,TL892155,Tiptree,Tiptree,1980-01-01,,54,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0BJ,Yes,51.806637,0.742245,589152,215556,TL891155,Tiptree,Tiptree,1980-01-01,,56,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0BL,Yes,51.807041,0.743053,589206,215603,TL892156,Tiptree,Tiptree,1980-01-01,,54,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0BN,Yes,51.808046,0.741590,589101,215711,TL891157,Tiptree,Tiptree,1980-01-01,,54,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0BP,Yes,51.807286,0.752585,589862,215655,TL898156,Tiptree,Tiptree,1997-12-01,,53,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021723,Colchester 020A,E01021723,Colchester 020A
CO5 0BQ,No,51.807914,0.743019,589200,215700,TL892157,Tiptree,Tiptree,1990-02-01,1994-05-01,53,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0BS,Yes,51.810489,0.744829,589314,215991,TL893159,Tiptree,Tiptree,1980-01-01,,54,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021724,Colchester 020B,E01021724,Colchester 020B
CO5 0BT,Yes,51.807922,0.742308,589151,215699,TL891156,Tiptree,Tiptree,1980-01-01,,54,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0BU,Yes,51.806542,0.746330,589434,215556,TL894155,Tiptree,Tiptree,1980-01-01,,49,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021725,Colchester 020C,E01021725,Colchester 020C
CO5 0BW,Yes,51.810175,0.743270,589208,215952,TL892159,Tiptree,Tiptree,1980-01-01,,56,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021724,Colchester 020B,E01021724,Colchester 020B
